Left,p,c,d,n,right,new,min_mod,particles,spelling_mistake,sskrt,verb,?,empty,double,profile,ngram_freq,file name,note_num
ཞེས་པ་འདི་རྣམས་ནི་བཞི་པའོ། །འབྱུང་ཁུངས་,ལས་,ལ་,ལ་,ལས་,ལྔ་པའོ་ཞེས་པ་ལྔ་པའི་རྣམ་དབྱེ་ཡིན་ནོ,K,g,,,,,,,,c=d p=n 85.20%,c ལ(33965); p ལས(5885); d ལ(33965); n ལས(5885); ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,12
། ན་ནནད་རཾ། ན་ནནད་རཽ། ན་,#ནནྡྲཱྀཿནཎྡྲཱིཿན་ #ནནྡྲ,#ནནྡྲཱྀཿ །_ #ནནནྡྲཱ,#ནནྡྲཱྀཿ །_ #ནནནྡྲཱ,#ནནི་ #ནེ་ #ནཎྡྲྀ,། ན་ནནྡྲྀ་བྷྱཱཾ། ན་ནནྡྲྀ་བྷིཿ། ན་,K,,,,✓,,,,,c=d p n 4.00%,c ; p ; d ; n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,644
། ན་ནནྡྲྀ་བྷྱཿ། ན་ནནྡུཿ། ན་ནནྡྲྀ་,#བྷྱཾ,#བྷྱཱཾ,#བྷྱཱཾ,#བྷྱཾ,། ན་ནནྡྲྀ་བྷྱཿ། ན་ནནྡུཿ། ན་ནནྡྲོཿ,K,,,,✓,,,,,c=d p=n 85.20%,c ; p བྷྱཾ(1); d ; n བྷྱཾ(1); ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,645
། ན་ནནྡྲོཿ། ན་ནནྡྲྀ་ཥུ། ཧེ་ན་,#ནཾང ་།_,#ནནྡཱཿ །_,#ནནྡཱཿ །_,#ནཾང ་།_,ཧེ་ན་ནནད་རཽ། ཧེ་ན་ནནད་རཿ། ,K,,,,✓,,,,,c=d p=n 85.20%,c ; p ; d ; n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,646
ནནད་རཿ། དེ་ལྟར། མཱ་ཏཱ། མཱ་,#ཏཱ་,ཏ་,ཏ་,#ཏཱ་,རཽ། མཱ་ཏ་རཿ། ཝཱཙ་ཞེས་པ་འདིའི,K,,,,✓,,,,,c=d p=n 85.20%,c ཏ(1094); p ཏཱ(128); d ཏ(1094); n ཏཱ(128); ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,649
། ཝཱ་ཙཾ། ཝཱ་ཙཽ། ཝཱ་ཙཿ། ,ཝ་,ཝ་,ཝ་,#ཝཱ་,ཙཱ། ཝགུ་བྷྱཱཾ། ཝཱག་བྷིཿ། ཝཱ་ཙེ། ཝག་བྷྱཱཾ། ཝག་བྷྱཿ,K,,,,✓,,,,,c=p=d n 8.17%,c ཝ(65), །_ཝ(115); p ཝ(65), །_ཝ(115); d ཝ(65), །_ཝ(115); n ཝཱ(4); ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,652
ཝཱ་ཙཽ། ཝཱ་ཙཿ། ཝ་ཙཱ། ཝགུ་,#བྷྱཱཾགྦྷྱཱཾ །_ #ཝགྦྷིཿ,#བྷྱཱཾ །_ #ཝཱག་ #བྷིཿ,#བྷྱཱཾ །_ #ཝཱག་ #བྷིཿ,#བྷྱཱཾགྦྷྱཱཾ །_ #ཝགྦྷིཿ,། ཝཱ་ཙེ། ཝག་བྷྱཱཾ། ཝག་བྷྱཿ། ཝཱ་ཙཿ། ,K,,,,✓,,,,,c=d p=n 85.20%,c ; p ; d ; n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,653
ཝ་ཙཱ། ཝགུ་བྷྱཱཾ། ཝཱག་བྷིཿ། ཝཱ་ཙེ། ཝག་,#བྷྱཱཾ _ #ཝཱགགྦྷྱཱཾ །_ #ཝཱགྦྷྱ,#བྷྱཱཾ །_ #ཝག་ #བྷྱཿ,#བྷྱཱཾ །_ #ཝག་ #བྷྱཿ,#བྷྱཱཾ _ #ཝཱགགྦྷྱཱཾ །_ #ཝཱགྦྷྱ,། ཝཱ་ཙཿ། ཝཱག་བྷྱཱཾ། ཝག་བྷྱཿ། ཝཱ་ཙཿ། ,K,,,,✓,,,,,c=d p=n 85.20%,c ; p ; d ; n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,654
ཝཱ་ཙེ། ཝག་བྷྱཱཾ། ཝག་བྷྱཿ། ཝཱ་ཙཿ། ཝཱག་,#བྷྱཱཾ _ #ཝཱགྦྷྱ །_ #ཝགྦྷྱཱཾ,#བྷྱཱཾ །_ #ཝག་ #བྷྱཿ,#བྷྱཱཾ །_ #ཝག་ #བྷྱཿ,#བྷྱཱཾ _ #ཝཱགྦྷྱ །_ #ཝགྦྷྱཱཾ,། ཝཱ་ཙཿ། ཝཱ་ཙོཿ། ཝཱ་ཙཱཾ། ,K,,,,✓,,,,,c=d p=n 85.20%,c ; p ; d ; n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,655
ཝཱཀྵུ། ཧེ་ཝཱཀ །ཧེ་ཝཱ་ཙཽ། ཧེ་,#ཝཱ ་།།_།།,#ཝཱ་ #ཙཿ །_,#ཝཱ་ #ཙཿ །_,#ཝཱ ་།།_།།,ཀྵུ་དྷ་ཞེས་པ་འདིའི། སུའིའོ། །ཛྷ་ལའི་,K,,,,✓,,,,,c=d p=n 85.20%,c ; p ; d ; n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,656
། ཀྵུ་དྷཽ། ཀྵུ་དྷཿ། ཀྵུ་དྷཱ། ,#དཱ,#ཀྵུབྷྱཱཾ,#ཀྵུབྷྱཱཾ,#དཱ,། ཀྵུདྦྷིཿ། ཀྵུ་དྷེ། ཀྵུངྦྷཱཾ། ཀྵུདྦྷྱཿ། ,K,,,,✓,,,,,c=d p=n 85.20%,c ; p དཱ(29), །_དཱ(155); d ; n དཱ(29), །_དཱ(155); ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,658
། ཧེ་ཀྵུཏ། ཧེ་ཀྵུ་དྷཽ། ཧེ་ཀྵུ་,#ཀྵུ །།_།།,#ཀྵུ་ #དྷཿ །_,#ཀྵུ་ #དྷཿ །_,#ཀྵུ །།_།།,སཾ་པད་ཅེས་པ་འདིའི། སུའིའོ།།རྫོགས་པ་,K,,,,✓,,,,,c=d p=n 85.20%,c ; p ; d ; n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,659
ཅེས་པ་འདིའི། སུའིའོ།།རྫོགས་པ་ལའམ། ,#པདྲ་,ཁ ར་,ཁ ར་,#པདྲ་,ལ་ཛྷླའི་ཙརའོ། །རྣམ་པར་གཅད་པའོ། །སཾ་པཏ,K,,,,✓,,,,,c=d p=n 85.20%,c ཁར(23), །_ཁར(145); p ; d ཁར(23), །_ཁར(145); n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,660
དེ། སཾ་པདྷྦབྷྱཱཾ། སཾ་པདྦྷྱཿ། སཾ་པ་,དེ,#དཿ,#དཿ,དེ,། སཾ་པདྶབྷྱཱཾ། སཾ་པ་དྦྷྱཿ། སཾ་པ་,K,,,,✓,,,,,c=d p=n 85.20%,c ; p དེ(1), དེ།_(21445); d ; n དེ(1), དེ།_(21445); ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,662
ཧེ་སཾ་པད། ཧེ་སཾ་པ་དཽ། ཧེ་,#སཾ་པ ་།།_།།,#སཾ་པ་ #དཾཿ །_,#སཾ་པ་ #དཾཿ །_,#སཾ་པ ་།།_།།,དེ་ལྟར་ཤ་རད། ཤ་ར་དཽ། ཤ་,K,,,,✓,,,,,c=d p=n 85.20%,c ; p ; d ; n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,663
། ཡོ་ཥི་ཏཿ། ཡོ་ཥི་ཏཱ། ཡོ་,#ཥི་ #བྷྱཾ,#ཥིབྷྱཱཾ,#ཥིབྷྱཱཾ,#ཥི་ #བྷྱཾ,། ཡོ་ཥིདྦྷིཿ། ཡོ་ཥི་ཏེ། ཡོ་ཥིབྷྱཱཾཿ,K,,,,✓,,,,,c=d p=n 85.20%,c ; p ; d ; n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,665
ཏཿ། ཡོ་ཥི་ཏཱ། ཡོ་ཥིབྷྱཱཾ། ཡོ་,#ཥིབྷྱི,#ཥིདྦྷིཿ,#ཥིདྦྷིཿ,#ཥིབྷྱི,། ཡོ་ཥི་ཏེ། ཡོ་ཥིབྷྱཱཾཿ། ཡོ་ཥིདྦྷྱཿ,K,,,,✓,,,,,c=d p=n 85.20%,c ; p ; d ; n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,666
ཧེ་ཡོ་ཥི་ཏཿ།ནི་ཤཱ་ཞེས་པ་འདིའི་,#དི་ #ཨཱཔྲའི་,#དཱིའི་ #ཨཱཔའི་,#དཱིའི་ #ཨཱཔའི་,#དི་ #ཨཱཔྲའི་,རིང་བོ་ལས་སོ་ཞེས་པ་སུ་དབྱིའོ། །ཨཱཔ་,K,,,,✓,,,,,c=d p=n 85.20%,c ; p ; d ; n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,668
ཨ་ལས་ཨཏ་ཨེངའོ། །དང་པོ་དག་གི་ཨ་,#ཨཙྲ་ ལ འོ,ཏ་ལ འོ,ཏ་ལ འོ,#ཨཙྲ་ ལ འོ,། །ཨམ་ལས་སྔ་མ་ལའོ། །ཤས་ལ་སོགས་,K,,,,✓,,,,,c=d p=n 85.20%,c ; p ; d ; n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,669
ཅན་རྣམས་ལ། པད་ནི་ཤ་མཱ་ས། ,#ཧྲཏྤུ་,#ཧྲྀད་,#ཧྲྀད་,#ཧྲཏྤུ་,སུ་ཤན་དོ་ཥན་ཡང་ན་ཤས་ལ་སོགས་པའོ་ཞེས་པ་,K,,,,✓,,,,,c=d p=n 85.20%,c ཧྲྀད(12); p ; d ཧྲྀད(12); n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,670
ནི་ཤཱཿ། ནི་ཤཱཾ། ནི་ཤེ། ནི་,#ཤཿ _ ཤ་ ནི་ ཤ,#ཤཿ །_ ཤ་ ནི་ #ཤཱ,#ཤཿ །_ #ཤནི་ #ཤཱ,#ཤཿ _ ཤ་ ནི་ ཤ,། ནི་ཤ་བྷྱཱཾ། ནི་ཤ་བྷིཿ། ནི་,K,,,,✓,,,,,c p=n d 0.27%,c ; p ; d ; n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,673
། ནི་ཤ་བྷིཿ། ནི་ཤེ། ནི་ཤ་,#བྷྱཾ,#བྷྱཱཾ,#བྷྱཱཾ,#བྷྱཾ,། ནི་ཤ་བྷྱཿ། ནི་ཤ་བྷྱཿ། ནི་,K,,,,✓,,,,,c=d p=n 85.20%,c ; p བྷྱཾ(1); d ; n བྷྱཾ(1); ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,675
། ནི་ཤ་བྷྱཿ། ནི་ཤ་བྷྱཿ། ནི་,ཤ,#ཤཿ,#ཤཿ,ཤ,། ནི་བྷྱཱཾ། ནི་བྷྱཿ། ནི་ཤཿ། ,K,,,,✓,,,,,c=d p=n 85.20%,c ; p ཤ(333), ཤ།_(103), ནི་ཤ(176); d ; n ཤ(333), ཤ།_(103), ནི་ཤ(176); ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,676
བྷྱཱཾ། ནི་བྷྱཿ། ནི་ཤཿ། ནི་ཤོཿནི་,#ཤཾ,#ཤཱཾ,#ཤཱཾ,#ཤཾ,། ནི་ཤི། ནི་ཤོཿ། ནི་ཤ་སུ,K,,,,✓,,,,,c=d p=n 85.20%,c ཤཱཾ(54); p ཤཾ(7); d ཤཱཾ(54); n ཤཾ(7); ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,677
། ནི་ཤོཿ། ནི་ཤ་སུ། ཧེ་ནི་,#ཤཿ,#ཤཱ,#ཤཱ,#ཤཿ,། ཧེ་ནི་ཤེ། ཧེ་ན་ཤཱཿ། དཱ་རཱ་,K,,,,✓,,,,,c=d p=n 85.20%,c ཤཱ(9), ནི་ཤཱ(47); p ; d ཤཱ(9), ནི་ཤཱ(47); n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,678
། ཧེ་ནི་ཤཱ། ཧེ་ནི་ཤེ། ཧེ་,ནི་ ཤ,ན་ #ཤཱཿ,ན་ #ཤཱཿ,ནི་ ཤ,། དཱ་རཱ་ཞེས་པ་འདིའི་དོན་མང་པོ་མངོན་,K,,,,✓,,,,,c=d p=n 85.20%,c ; p ནི་ཤ(176); d ; n ནི་ཤ(176); ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,679
ལས་མང་པོའི་ཚིག་སྟེ། དང་པོ་དག་གི་,#ཨཙྲ་,#ཨཏ་,#ཨཏ་,#ཨཙྲ་,ལའོ། །ཐུང་ངུ་ཨཔ་ལས་ནུཊའོ། །ར་ཥ་,K,,,,✓,,,,,c=d p=n 85.20%,c ཨཏ(2); p ; d ཨཏ(2); n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,680
རཱཿ། དཱ་རཱ་བྷིཿ། དཱ་རཱ་བྷྱཿ། ,,#བྷྱཿ ། #དཱ་ #རཱ་,#བྷྱཿ ། #དཱ་ #རཱ་,,ཎཾ། དཱ་རཱ་སུ། ཧེ་དཱ་རཱཿ། ,K,,,,✓,,,,,c=d p=n 85.20%,c ; p (1), ཎཾ(20), རཱ(178); d ; n (1), ཎཾ(20), རཱ(178); ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,682
། དཱ་རཱ་བྷིཿ། དཱ་རཱ་བྷྱཿ། བྷྱཿ།དཱ་རཱ་,#ཎཱཾ,#ཎཾ,#ཎཾ,#ཎཱཾ,། དཱ་རཱ་སུ། ཧེ་དཱ་རཱཿ། བུད་,K,,,,✓,,,,,c=d p=n 85.20%,c ཎཾ(20); p ཎཱཾ(75), ཎཱཾ།_(282); d ཎཾ(20); n ཎཱཾ(75), ཎཱཾ།_(282); ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,683
སྔ་མ་ཉིད་དོ། །མ་ནིང་ལས་ཞེས་པ་,#ཨཽ་,#ཨོ་,#ཨོ་,#ཨཽ་,ཡིག་གི་ཤི་རུ་འགྱུར་རོ། །ཨ་ལས་ཨཏ་,K,,,,✓,,,,,c=d p=n 85.20%,c ཨོ(15), ཨོ་ཡིག(46); p ཨཽ(21); d ཨོ(15), ཨོ་ཡིག(46); n ཨཽ(21); ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,685
བ་ནཾ། བ་ནེ། བ་ནཱ་ནི། ,#བཱ་,#ཝཱ་,#ཝཱ་,#བཱ་,རི་ཞེས་པ་འདིའི། སུ་ཨུ་ཨུམ་དག་གི་,K,,,,✓,,,,,c=d p=n 85.20%,c ཝཱ(4); p བཱ(45), །_བཱ(243); d ཝཱ(4); n བཱ(45), །_བཱ(243); ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,694
ནི། ཝཱ་རི་ཞེས་པ་འདིའི། སུ་ཨུ་,#ཨམྲ་,#ཨུམ་,#ཨུམ་,#ཨམྲ་,དག་གི་མ་ནིང་ལས་སོ་ཞེས་པ་སུ་ཨམ་,K,,,,✓,,,,,c=d p=n 85.20%,c ཨུམ(1); p ཨམྲ(2); d ཨུམ(1); n ཨམྲ(2); ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,695
ནུམའོ། །མ་ནིང་ལས་ཞེས་པ་ཨཽ་ཡིག་གི་,#ཤཱི་,ཤི་,ཤི་,#ཤཱི་,རུ་འགྱུར་རོ། །ཛས་ཤས་དག་གི་ཤིའོ་ཞེས་,K,,,,✓,,,,,c=d p=n 85.20%,c ཤི(78); p ཤཱི(5); d ཤི(78); n ཤཱི(5); ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,696
། ཝཱ་རི། ཝཱ་རི་ཎཱི། ཝཱ་རི་,#བཱ་ རི །_ #བཱ་ རི་ #ཎཱི །_ #བཱ་ རི་ #ཎེ །_ #བཱ་ རི །_ #བཱ་ རི་ #ཎཱི །_ #བཱ་ རི་ #ཎི །_ #བཱ་ རི་ #ཎཱི །_ #བཱ་ རི་ #བྷྱ །_ #བཱ་ རི་ #བཱཾཿབཱ་ རི་ #ཎེ །_ #བཱ་ རི་ #བྷྱཱྃ །_ #བཱ་ རི་ #བྷྱཿབཱ་ རི་ #ཎཿབཱ་ རི་ #བྷྱཱྃ །_ #བཱ་ རི་ #བྷྱཿབཱ་ རི་ #ཎཿབཱ་ རི་ #ཎེཿབཱ་ རི་ #ཎིཿབཱ་ རི་ #ཎོཿབཱ་ རི་ #ཥུ །_། #ཧེ་ #བཱ་ རི །_ ཡེ་ #བཱ་ རི་ #ཎཱི །_ ཏེ་ #བཱ་ རི་ #ཎེ,#ཎཱི །_ #ཝཱ་ རི་ #ཎཱ །_ #ཝཱ་ རི་ #བྷྱཱཾ །_ #ཝཱ་ རི་ #བྷིཿ །_ #ཝཱ་ རི་ #ཎེ །_ #ཝཱ་ རི་ #བྷྱཱཾ །_ #ཝཱ་ རི་ #བྷྱཱཿ །_ #ཝཱ་ རི་ #ཎཿ །_ #ཝཱ་ རི་ #བྷྱཱཾ །_ #ཝཱ་ རི་ #བྷྱཿ །_ ཝ་ རི་ #ནཿ །_ #ཝཱ་ རི་ #ནོཿ །_ #ཝཱ་ རི་ #ཎཱཾ །_ #ཝཱ་ རི་ #ཎི །_ #ཝཱ་ རི་ #ཎོཿ །_ #ཝཱ་ རི་ #ཥུ །_ #ཧེ་ #ཝཱ་ རི །_ #ཧེ་ #ཝཱ་ རི་ #ཎཱི །_ #ཧེ་ #ཝཱ་ རི་ #ཎིཿ,#ཎཱི །_ #ཝཱ་ རི་ #ཎཱ །_ #ཝཱ་ རི་ #བྷྱཱཾ །_ #ཝཱ་ རི་ #བྷིཿ །_ #ཝཱ་ རི་ #ཎེ །_ #ཝཱ་ རི་ #བྷྱཱཾ །_ #ཝཱ་ རི་ #བྷྱཱཿ །_ #ཝཱ་ རི་ #ཎཿ །_ #ཝཱ་ རི་ #བྷྱཱཾ །_ #ཝཱ་ རི་ #བྷྱཿ །_ ཝ་ རི་ #ནཿ །_ #ཝཱ་ རི་ #ནོཿ །_ #ཝཱ་ རི་ #ཎཱཾ །_ #ཝཱ་ རི་ #ཎི །_ #ཝཱ་ རི་ #ཎོཿ །_ #ཝཱ་ རི་ #ཥུ །_ #ཧེ་ #ཝཱ་ རི །_ #ཧེ་ #ཝཱ་ རི་ #ཎཱི །_ #ཧེ་ #ཝཱ་ རི་ #ཎིཿ,#བཱ་ རི །_ #བཱ་ རི་ #ཎཱི །_ #བཱ་ རི་ #ཎེ །_ #བཱ་ རི །_ #བཱ་ རི་ #ཎཱི །_ #བཱ་ རི་ #ཎི །_ #བཱ་ རི་ #ཎཱི །_ #བཱ་ རི་ #བྷྱ །_ #བཱ་ རི་ #བཱཾཿབཱ་ རི་ #ཎེ །_ #བཱ་ རི་ #བྷྱཱྃ །_ #བཱ་ རི་ #བྷྱཿབཱ་ རི་ #ཎཿབཱ་ རི་ #བྷྱཱྃ །_ #བཱ་ རི་ #བྷྱཿབཱ་ རི་ #ཎཿབཱ་ རི་ #ཎེཿབཱ་ རི་ #ཎིཿབཱ་ རི་ #ཎོཿབཱ་ རི་ #ཥུ །_། #ཧེ་ #བཱ་ རི །_ ཡེ་ #བཱ་ རི་ #ཎཱི །_ ཏེ་ #བཱ་ རི་ #ཎེ,། འདི་ལྟར། ཤུ་ཙི། ཤུ་ཙི་ནཱི,K,,,,✓,,,,,c=d p=n 85.20%,c ; p ; d ; n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,700
། ཤུ་ཙི། ཤུ་ཙི་ནཱི། ཤུ་ཙི་,ནི,#ནིཿ,#ནིཿ,ནི,། བསྟུ་ཞེས་པ་འདིའི། སུ་ཨམ་དག་གི་,K,,,,✓,,,,,c=d p=n 85.20%,c ནིཿ(3); p ནི(44237), ནི།_(15867); d ནིཿ(3); n ནི(44237), ནི།_(15867); ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,701
ཐུང་ངུ་ཨཱཔ་ལས་ནུཊའོ། །ནཱ་མ་ལ་ཏི་,#སྲུ་,#སྲྀ་,#སྲྀ་,#སྲུ་,ཙ་ཏ་སྲྀ་དག་མིན་པའིའོ། །ར་ཥ་ལས་ནའི་,K,,,,✓,,,,,c=d p=n 85.20%,c སྲྀ(11); p སྲུ(114); d སྲྀ(11); n སྲུ(114); ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,702
ལས་ནུཊའོ། །ནཱ་མ་ལ་ཏི་སྲྀ་ཙ་ཏ་,#སྲྀ་,#སྲྀ་,#སྲྀ་,སྲི་,དག་མིན་པའིའོ། །ར་ཥ་ལས་ནའི་ཎའོ། །ཀུ་,K,,,,✓,,,,,c=p=d n 8.17%,c སྲྀ(11); p སྲྀ(11); d སྲྀ(11); n སྲི(266); ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,703
། བསྟུ་ནི། བསྟུ། བསྟུ་ནཱི། བསྟུ་,#བསྟུ་,#བསྟཱུ་,#བསྟཱུ་,#བསྟུ་,ནི། བསྟུ་ནཱ། བསྟུ་བྷྷྱཱཾ། བསྟུ་བྷིཿ,K,,,,✓,,,,,c=d p=n 85.20%,c ; p བསྟུ(2); d ; n བསྟུ(2); ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,706
། བསྟུ་བྷིཿ། བསྟུ་ནེ། བསྟུ་བྷྱཱཾ། ,#བསྟུ་,#བསྟུ་,#བསྟུ་,#བབྟུ་,བྷྱཿ། བསྟུ་ནཿ། བསྟུ་བྷྱཱཾ། བསྟུ་བྷྱཿབསྟུ་,K,,,,✓,,,,,c=p=d n 8.17%,c བསྟུ(2); p བསྟུ(2); d བསྟུ(2); n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,708
བསྟུ་ནི། འདི་ལྟར། མ་དྱུ། མ་,#ངྷུ །_ མ་ #ངྷུ་ #ནཱིཿམ་ #ངྷུ་,#དྱུ་ #ནཱི །_ མ་ #དྱུ་,#དྱུ་ #ནཱི །_ མ་ #དྱུ་,#ངྷུ །_ མ་ #ངྷུ་ #ནཱིཿམ་ #ངྷུ་,ཤཱསྟྲི་ཞེས་པ་འདིའི། སུ་ཨམ་དག་གི་མ་,K,,,,✓,,,,,c=d p=n 85.20%,c ; p ; d ; n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,709
ཐུང་ངུ་དག་ཨཔ་ལས་ནུཊའོ། །ནཱམ་ལ་ཏི་,སྲི་,#སྲྀ་,#སྲྀ་,སྲི་,ཙ་ཏ་སྲྀ་དག་མིན་པའིའོ། །ར་ཥ་ལས་,K,,,,✓,,,,,c=d p=n 85.20%,c སྲྀ(11); p སྲི(266); d སྲྀ(11); n སྲི(266); ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,710
དབྱི་བ་ལའོ། །རྣམ་པར་གཅད་པའོ། །ཤཱསྟྲི། ,#ཤཱསྟྲ་,#ཤཱསྟྲི་,#ཤཱསྟྲི་,#ཤཱསྟྲ་,ཎཱི། ཤཱསྟྲི་ཎི། ཤཱསྟྲི། ཤཱསྟྲི་ཎཱི། ,K,,,,✓,,,,,c=d p=n 85.20%,c ; p ; d ; n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,712
། ཤཱསྟྲི། ཤཱསྟྲི་ཎཱི། ཤཱསྟྲི་ཎི། ཤཱསྟྲི་,#ཤཱེ་ #སྟཾ་,#ཤཱསྟྲི་,#ཤཱསྟྲི་,#ཤཱེ་ #སྟཾ་,བྷྱཱཾ། ཤཱསྟྲི་བྷིཿ། ཤཱསྟྲི་ཎེ། ཤྰྶྟྲི་བྷབྷྱཱཾ,K,,,,✓,,,,,c=d p=n 85.20%,c ; p ; d ; n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,713
། ཧེ་ཤཱསྟྲི། ཧེ་ཤཱསྟྲི་ཎཱི། ཧེ་ཤཱསྟྲི་,#ཎཱི,#ཎཱི,#ཎཱི,ཅི,། འདི་ལྟར། ཝཀྟྲྀ། ཝཀྟྲྀ་ནཱི། ཝཀྟྲཱི་ཝཀྟྲཱི་ཎིཿ། ད་,K,,,,✓,,,,,c=p=d n 8.17%,c ཎཱི(198), ཎཱི།_(273); p ཎཱི(198), ཎཱི།_(273); d ཎཱི(198), ཎཱི།_(273); n ཅི(500), ཅི།_(166); ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,714
ཤཱསྟྲི་ཎཱི། ཧེ་ཤཱསྟྲི་ཎཱི། འདི་ལྟར། ,#ལཀྟྲི །_ #ཝཀྟྀ་,#ཝཀྟྲྀ །_ #ཝཀྟྲྀ་,#ཝཀྟྲྀ །_ #ཝཀྟྲྀ་,#ཝཀྟྲྀ །_ #ལཀྟྲིཝཀྟྲི་,ནཱི། ཝཀྟྲཱི་ཝཀྟྲཱི་ཎིཿ། ད་དྷི་ཞེས་པ་འདིའི། །,K,,,,✓,,,,,c=d p n 4.00%,c ; p ; d ; n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,715
ཤཱསྟྲི་ཎཱི། འདི་ལྟར། ཝཀྟྲྀ། ཝཀྟྲྀ་ནཱི། ཝཀྟྲཱི་,#ཝཀྟྲཱི །།_།།,#ཝཀྟྲཱི་ #ཎིཿ །_,#ཝཀྟྲཱི་ #ཎིཿ །_,#ཝཀྟྲཱི །།_།།,ད་དྷི་ཞེས་པ་འདིའི། །སུ་ཨམ་དག་གི་,K,,,,✓,,,,,c=d p=n 85.20%,c ; p ; d ; n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,716
དག་གི་ཤིའོ། །ཡམ་མིན་པའི་ཤི་ལའོ། །,སུ་ #ཊཱ་ ལ འོ །_ #ཊའ་,ཤི་ #སུཊ་ ལ འོ །_། #ཊ་,ཤི་ #སུཊ་ ལ འོ །_། #ཊ་,སུ་ #ཊཱ་ ལ འོ །_ #ཊའ་,ལ་སོགས་པ་ཨཙ་དང་པོ་ཅན་རྣམས་ལ་ཨསྠི་,K,,,,✓,,,,,c=d p=n 85.20%,c ; p ; d ; n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,717
། ད་དྷི་ནཱི། ད་དྷི་ནི། ད་,#དྷཱ,#དྷྣཱ,#དྷྣཱ,#དྷཱ,། ད་དྷི་བྷྱཱཾ། ད་དྷི་བྷིཿ། ད་,K,,,,✓,,,,,c=d p=n 85.20%,c ; p དྷཱ(3); d ; n དྷཱ(3); ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,720
