Class,By part,Book,Book end,Number,Number,Identifier,Other book,Page number,Book vol,actual volumes’ number,Name,Deputy by name,Translator,Goryeo,Korean,Remarks,number of notes,Annotated by,Related classic,References
密教部類,密教部三,20,20,1155,1155,0,,644,1,1,金剛頂瑜伽最勝祕密成佛隨求即得神變加持成就陀羅尼儀軌,,唐 不空譯,,,,,,,
密教部類,密教部三,20,20,1156A,1156,0,A,649,1,1,大隨求即得大陀羅尼明王懺悔法,,,,,,,,"縮-餘3,續-1.3.3",
密教部類,密教部三,20,20,1156B,1156,1,B,650,1,1,宗叡僧正於唐國師所口受,,,,,,,,,
密教部類,密教部三,20,20,1157,1157,0,,651,1,1,香王菩薩陀羅尼[口*兄]經,,唐 義淨譯,457,13,,,,"縮-閏10,卍-12.6",
密教部類,密教部三,20,20,1158,1158,0,,652,1,1,地藏菩薩儀軌,,唐 輸婆迦羅譯,,,,,,"縮-餘1,續-1.3.1,國-大5",
密教部類,密教部三,20,20,1159A,1159,0,A,652,1,1,[峚-大+(企-止)][囗@告]大道心驅策法,,,,,,,,續-1.3.5,
密教部類,密教部三,20,20,1159B,1159,1,B,655,1,1,佛說地藏菩薩陀羅尼經,,,,,,,,國-大5,
密教部類,密教部三,20,20,1160,1160,0,,660,1,1,日光菩薩月光菩薩陀羅尼,,,,,,,,"縮-閏10,續-1.2.5",
密教部類,密教部三,20,20,1161,1161,0,,660,1,1,佛說觀藥王藥上二菩薩經,,劉宋 [彊-弓]良耶舍譯,379,12,,,,"縮-閏10,卍-10.8",
密教部類,密教部三,20,20,1162,1162,0,,666,1,1,持世陀羅尼經,,唐 玄奘譯,448,13,,,,"縮-成8,卍-12.5",Nos.1163-1165
密教部類,密教部三,20,20,1163,1163,0,,667,1,1,佛說雨寶陀羅尼經,,唐 不空譯,1295,36,,,,"縮-閏8,卍-15.8","Nos.1162,1164,1165"
密教部類,密教部三,20,20,1164,1164,0,,669,1,1,佛說大乘聖吉祥持世陀羅尼經,,宋 法天譯,1094,33,,,,"縮-成8,卍-15.2","Nos.1162,1163,1165"
密教部類,密教部三,20,20,1165,1165,0,,672,1,1,聖持世陀羅尼經,,宋 施護譯,1125,33,,,,"縮-成8,卍-15.3",Nos.1162-1164
密教部類,密教部三,20,20,1166,1166,0,,674,1,1,馬鳴菩薩大神力無比驗法念誦軌儀,,唐 金剛智譯,,,,,,"縮-餘2,續-1.3.2",
密教部類,密教部三,20,20,1167,1167,0,,675,1,1,八大菩薩曼荼羅經,,唐 不空譯,1304,36,,,,"縮-閏9,卍-15.10",No.1168
密教部類,密教部三,20,20,1168A,1168,0,A,676,1,1,佛說大乘八大曼拏羅經,,宋 法賢譯,1215,34,,,,"縮-成8,卍-15.5",No.1167
密教部類,密教部三,20,20,1168B,1168,1,B,676,1,1,八曼荼羅經,,,1215,34,,,,,No.1167
密教部類,密教部三,20,20,1169,1169,0,,677,4,4,佛說持明藏瑜伽大教尊那菩薩大明成就儀軌經,,宋 法賢譯,1213,34,,,,"縮-成12,卍-16.10",
密教部類,密教部三,20,20,1170,1170,0,,691,3,3,佛說金剛香菩薩大明成就儀軌經,,宋 施護譯,1207,34,,,,"縮-成11,卍-16.10",
密教部類,密教部三,20,20,1171,1171,0,,705,1,1,金剛頂經瑜伽文殊師利菩薩法,,唐 不空譯,1280,36,,,,"縮-閏11,卍-27.2",cf.No.1175
密教部類,密教部三,20,20,1172,1172,0,,709,1,1,金剛頂超勝三界經說文殊五字真言勝相,,唐 不空譯,1350,37,,,,"縮-閏12,卍-27.2",
密教部類,密教部三,20,20,1173,1173,0,,710,1,1,金剛頂經曼殊室利菩薩五字心陀羅尼品,,唐 金剛智譯,465,13,,,,"縮-閏13,卍-12.8",
密教部類,密教部三,20,20,1174,1174,0,,713,1,1,五字陀羅尼頌,,唐 不空譯,1345,37,,,,"縮-閏12,卍-27.1",
密教部類,密教部三,20,20,1175,1175,0,,716,1,1,金剛頂經瑜伽文殊師利菩薩供養儀軌,,唐 不空譯,1363,37,,,,"縮-閏12,卍-27.1",cf.No.1171
密教部類,密教部三,20,20,1176,1176,0,,723,1,1,曼殊室利童子菩薩五字瑜伽法,,唐 不空譯,1365,37,,,,"縮-閏12,卍-26.10",
密教部類,密教部三,20,20,1177A,1177,0,A,724,10,10,大乘瑜伽金剛性海曼殊室利千臂千[金*本]大教王經,,唐 不空譯,1272,36,,,,"縮-成13,卍-16.8",
密教部類,密教部三,20,20,1177B,1177,1,B,776,1,1,千[金*本]文殊一百八名讚,,,,,,,,,
密教部類,密教部三,20,20,1178,1178,0,,778,1,1,文殊菩薩獻佛陀羅尼名烏蘇吒,,,,,,,,"縮-閏12,續-1.2.5",
密教部類,密教部三,20,20,1179,1179,0,,778,1,1,文殊師利菩薩六字[口*兄]功能法經,,,,,,,,縮-餘3,
密教部類,密教部三,20,20,1180,1180,0,,779,1,1,六字神[口*兄]經,,唐 菩提流志譯,316,11,,,,"縮-餘5,卍-11.1",
密教部類,密教部三,20,20,1181,1181,0,,780,1,1,大方廣菩薩藏經中文殊師利根本一字陀羅尼經,,唐 寶思惟譯,299,11,,,,"縮-閏13,卍-11.1",No.1182;cf.No.1191
密教部類,密教部三,20,20,1182,1182,0,,781,1,1,曼殊室利菩薩[口*兄]藏中一字[口*兄]王經,,唐 義淨譯,300,11,,,,"縮-成10,卍-11.1",No.1181;cf.No.1191
密教部類,密教部三,20,20,1183,1183,0,,782,1,1,一髻文殊師利童子陀羅尼念誦儀軌,,,,,,,,,
密教部類,密教部三,20,20,1184,1184,0,,784,1,1,大聖妙吉祥菩薩祕密八字陀羅尼修行曼荼羅次第儀軌法,,唐 菩提仙譯,,,,,,"縮-餘1,續-1.2.5",
密教部類,密教部三,20,20,1185A,1185,0,A,791,1,1,佛說文殊師利法寶藏陀羅尼經,,唐 菩提流志譯,435,13,,,,"縮-餘5,卍-12.4",
密教部類,密教部三,20,20,1185B,1185,1,B,798,1,1,文殊師利寶藏陀羅尼經,,唐 菩提流志譯,435,13,,,,,
密教部類,密教部三,20,20,1186,1186,0,,807,1,1,佛說妙吉祥菩薩陀羅尼,,宋 法賢譯,1230,34,,,,"縮-成12,卍-15.5",
密教部類,密教部三,20,20,1187,1187,0,,808,2,2,佛說最勝妙吉祥根本智最上祕密一切名義三摩地分,,宋 施護譯,1419,40,,,,"縮-成6,卍-27.1",
密教部類,密教部三,20,20,1188,1188,0,,814,2,2,文殊所說最勝名義經,,宋 金總持等譯,,,,,,"縮-成13,卍-26.9","Nos.1189,1190"
密教部類,密教部三,20,20,1189,1189,0,,820,1,1,佛說文殊菩薩最勝真實名義經,,元 沙囉巴譯,,,,,,縮-成13,"Nos.1188,1190"
密教部類,密教部三,20,20,1190,1190,0,,826,1,1,聖妙吉祥真實名經,,元 釋智譯,,,,,"(前有序文, 編號可做 1190-h1)","縮-成13,卍-16.6","Nos.1188,1189"
密教部類,密教部三,20,20,1191,1191,0,,835,20,20,大方廣菩薩藏文殊師利根本儀軌經,,宋 天息災譯,1138,33,,,,"縮-成9,卍-16.9","cf.Nos.1181,1182"
密教部類,密教部三,20,20,1192,1192,0,,905,5,5,妙吉祥平等祕密最上觀門大教王經,,宋 慈賢譯,,,,,,"縮-成4,卍-16.7",
密教部類,密教部三,20,20,1193,1193,0,,930,1,1,妙吉祥平等瑜伽祕密觀身成佛儀軌,,宋 慈賢譯,,,,,,"縮-成12,卍-27.2",
密教部類,密教部三,20,20,1194,1194,0,,934,1,1,妙吉祥平等觀門大教王經略出護摩儀,,宋 慈賢譯,,,,,,"縮-成12,卍-27.2",
密教部類,密教部三,20,20,1195,1195,0,,936,1,1,大聖文殊師利菩薩讚佛法身禮,,唐 不空譯,1330,36,,,,"縮-閏15,卍-27.2",
密教部類,密教部三,20,20,1196,1196,0,,938,1,1,曼殊室利菩薩吉祥伽陀,,宋 法賢譯,1226,34,,,,"縮-成13,卍-16.10",
密教部類,密教部三,20,20,1197,1197,0,,938,1,1,佛說文殊師利一百八名梵讚,,宋 法天譯,1178,34,,,,"縮-藏9,卍-16.10",
密教部類,密教部三,20,20,1198,1198,0,,940,1,1,聖者文殊師利發菩提心願文,,元 智慧譯,,,,,,"縮-藏9,卍-16.6",
密教部類,密教部四,21,21,1199,1199,0,,1,1,1,金剛手光明灌頂經最勝立印聖無動尊大威怒王念誦儀軌法品,,唐 不空譯,1376,37,,,,"縮-閏13,卍-27.1",
密教部類,密教部四,21,21,1200,1200,0,,7,1,1,底哩三昧耶不動尊威怒王使者念誦法,,唐 不空譯,1285,36,,,,"縮-閏13,卍-16.10",
密教部類,密教部四,21,21,1201,1201,0,,13,3,3,底哩三昧耶不動尊聖者念誦祕密法,,唐 不空譯,,,,,,"縮-餘1,續-1.3.1,國-密4",
密教部類,密教部四,21,21,1202,1202,0,,23,1,1,不動使者陀羅尼祕密法,,唐 金剛智譯,1271,36,,,,"縮-閏13,卍-27.1",
密教部類,密教部四,21,21,1203,1203,0,,27,1,1,聖無動尊安鎮家國等法,,,,,,,,"縮-餘4,續-1.3.3",
密教部類,密教部四,21,21,1204,1204,0,,31,1,1,聖無動尊一字出生八大童子祕要法品,,,,,,,,"縮-餘1,續-2.9.3",
密教部類,密教部四,21,21,1205,1205,0,,33,1,1,勝軍不動明王四十八使者祕密成就儀軌,,唐 遍智集,,,,,,"縮-餘4,續-2.9.3",
密教部類,密教部四,21,21,1206,1206,0,,37,1,1,佛說俱利伽羅大龍勝外道伏陀羅尼經,,,,,,,,"縮-餘2,續-1.3.2",
密教部類,密教部四,21,21,1207,1207,0,,38,1,1,說矩里迦龍王像法,,,,,,,,"縮-餘1,續-1.3.1",
密教部類,密教部四,21,21,1208,1208,0,,38,1,1,俱力迦羅龍王儀軌,,唐 金剛智譯,,,,,,,
密教部類,密教部四,21,21,1209,1209,0,,39,1,1,金剛頂瑜伽降三世成就極深密門,,唐 不空譯,1380,37,,,,"縮-閏13,卍-26.10",
密教部類,密教部四,21,21,1210,1210,0,,41,1,1,降三世忿怒明王念誦儀軌,,唐 不空譯,,,,,,"縮-餘4,續-1.3.2",
密教部類,密教部四,21,21,1211,1211,0,,42,1,1,甘露軍荼利菩薩供養念誦成就儀軌,,唐 不空譯,1326,36,,,,"縮-閏13,卍-27.1",
密教部類,密教部四,21,21,1212,1212,0,,49,1,1,西方陀羅尼藏中金剛族阿蜜哩多軍吒利法,,,,,,,,,
密教部類,密教部四,21,21,1213,1213,0,,72,1,1,千臂軍荼利梵字真言,,,,,,,,,
密教部類,密教部四,21,21,1214,1214,0,,73,1,1,聖閻曼德迦威怒王立成大神驗念誦法,,唐 不空譯,1351,37,,,,"縮-閏13,卍-27.1",
密教部類,密教部四,21,21,1215,1215,0,,76,1,1,大乘方廣曼殊室利菩薩華嚴本教閻曼德迦忿怒王真言大威德儀軌品,,,,,,,,"縮-閏13,卍-27.1",
密教部類,密教部四,21,21,1216,1216,0,,77,1,1,大方廣曼殊室利童真菩薩華嚴本教讚閻曼德迦忿怒王真言阿毘遮嚕迦儀軌品,,,,,,,,"縮-閏13,卍-27.1",
密教部類,密教部四,21,21,1217,1217,0,,81,3,3,佛說妙吉祥最勝根本大教經,,宋 法賢譯,1208,34,,,,"縮-成13,卍-16.7",
密教部類,密教部四,21,21,1218,1218,0,,93,1,1,文殊師利耶曼德迦[口*兄]法,,,,,,,,,
密教部類,密教部四,21,21,1219,1219,0,,97,1,1,曼殊室利焰曼德迦萬愛祕術如意法,,唐 一行撰,,,,,,續-2.9.3,
密教部類,密教部四,21,21,1220,1220,0,,98,1,1,金剛藥叉瞋怒王息災大威神驗念誦儀軌,,唐 金剛智譯,,,,,,"縮-餘2,續-1.3.2",
密教部類,密教部四,21,21,1221,1221,0,,99,1,1,青色大金剛藥叉辟鬼魔法,(亦名辟鬼殊法),唐 空[基-土+虫]述,,,,,,,
密教部類,密教部四,21,21,1222a,1222,0,a,102,3,3,聖迦柅忿怒金剛童子菩薩成就儀軌經,,唐 不空譯,1355,37,,,,"縮-閏14,卍-16.10",
密教部類,密教部四,21,21,1222b,1222,1,b,118,3,3,聖迦柅忿怒金剛童子菩薩成就儀軌經,,唐 不空譯,,,,,,,
密教部類,密教部四,21,21,1223,1223,0,,130,1,1,佛說無量壽佛化身大忿迅俱摩羅金剛念誦瑜伽儀軌法,,唐 金剛智譯,,,,,,"縮-餘1,續-1.3.1",
密教部類,密教部四,21,21,1224,1224,0,,133,1,1,金剛童子持念經,,,,,,,,,
密教部類,密教部四,21,21,1225,1225,0,,135,1,1,大威怒烏芻[澀-(刃*刃)+止]麼儀軌經,,唐 不空譯,1356,37,,,,"縮-閏13,卍-26.10",
密教部類,密教部四,21,21,1226,1226,0,,141,1,1,烏芻[澀-(刃*刃)+止]明王儀軌梵字,,,,,,,,,
密教部類,密教部四,21,21,1227,1227,0,,142,3,3,大威力烏樞瑟摩明王經,,唐 阿質達霰譯,1266,36,,,,"縮-閏13,卍-16.9",
密教部類,密教部四,21,21,1228,1228,0,,158,1,1,穢跡金剛說神通大滿陀羅尼法術靈要門,,唐 阿質達霰譯,1265,36,,,,"縮-閏13,卍-15.9",
密教部類,密教部四,21,21,1229,1229,0,,159,1,1,穢跡金剛禁百變法經,,唐 阿質達霰譯,1264,36,,,,"縮-閏12,卍-15.9",
密教部類,密教部四,21,21,1230,1230,0,,161,1,1,佛說大輪金剛總持陀羅尼經,,,,,,,,"縮-餘2,續-1.3.1",
密教部類,密教部四,21,21,1231,1231,0,,166,1,1,大輪金剛修行悉地成就及供養法,,,,,,,,"縮-餘2,續-1.3.1",
密教部類,密教部四,21,21,1232,1232,0,,169,1,1,播般曩結使波金剛念誦儀,,,,,,,,"縮-餘2,續-1.3.2",
密教部類,密教部四,21,21,1233,1233,0,,171,1,1,佛說無能勝大明王陀羅尼經,,宋 法天譯,1110,33,,,,縮-成13,
密教部類,密教部四,21,21,1234,1234,0,,173,1,1,無能勝大明陀羅尼經,,宋 法天譯,1136,33,,,,"縮-成13,卍-26.9",
密教部類,密教部四,21,21,1235,1235,0,,176,1,1,無能勝大明心陀羅尼經,,宋 法天譯,1130,33,,,,"縮-成13,卍-26.9",
密教部類,密教部四,21,21,1236,1236,0,,176,1,1,聖無能勝金剛火陀羅尼經,,宋 法天譯,1157,34,,,,"縮-成7,卍-15.3",
密教部類,密教部四,21,21,1237,1237,0,,178,1,1,阿吒婆拘鬼神大將上佛陀羅尼神[口*兄]經,,失譯,442,13,,,,"縮-閏14,卍-12.5",No.1238
密教部類,密教部四,21,21,1238,1238,0,,179,1,1,阿吒婆[牛*句]鬼神大將上佛陀羅尼經,,失譯,,,,,,縮-餘2,No.1237
密教部類,密教部四,21,21,1239,1239,0,,187,3,3,阿吒薄俱元帥大將上佛陀羅尼經修行儀軌,,唐 善無畏譯,,,,,,"縮-閏14,續-1.2.5",
密教部類,密教部四,21,21,1240,1240,0,,202,1,1,阿吒薄[牛*句]付囑[口*兄],,,,,,,,"縮-餘2,續-1.3.2",
密教部類,密教部四,21,21,1241,1241,0,,202,1,1,伽馱金剛真言,,,,,,,,"縮-閏14,續-1.2.5",
密教部類,密教部四,21,21,1242,1242,0,,203,1,1,佛說妙吉祥瑜伽大教金剛陪囉[口*縛]輪觀想成就儀軌經,,宋 法賢譯,1214,34,,,,"縮-成11,卍-16.10",
密教部類,密教部四,21,21,1243,1243,0,,207,2,2,佛說出生一切如來法眼遍照大力明王經,,宋 法護譯,1097,33,,,,"縮-成5,卍-16.4",
密教部類,密教部四,21,21,1244,1244,0,,215,1,1,毘沙門天王經,,唐 不空譯,1307,36,,,,"縮-閏14,卍-15.9",
密教部類,密教部四,21,21,1245,1245,0,,217,1,1,佛說毘沙門天王經,,宋 法天譯,1185,34,,,,"縮-成12,卍-15.4",
密教部類,密教部四,21,21,1246,1246,0,,219,1,1,摩訶吠室囉末那野提婆喝囉闍陀羅尼儀軌,,唐 般若斫羯囉譯,,,,,,"縮-閏14,續-1.2.5",
密教部類,密教部四,21,21,1247,1247,0,,224,1,1,北方毘沙門天王隨軍護法儀軌,,唐 不空譯,,,,,,"縮-餘2,續-1.3.2",
密教部類,密教部四,21,21,1248,1248,0,,225,1,1,北方毘沙門天王隨軍護法真言,,唐 不空譯,,,,,,"縮-餘4,續-1.3.3",
密教部類,密教部四,21,21,1249,1249,0,,227,1,1,毘沙門儀軌,,唐 不空譯,,,,,,"縮-餘4,續-1.3.3",
密教部類,密教部四,21,21,1250,1250,0,,230,1,1,北方毘沙門多聞寶藏天王神妙陀羅尼別行儀軌,,唐 不空譯,,,,,,縮-1.3.5,
密教部類,密教部四,21,21,1251,1251,0,,233,3,3,吽迦陀野儀軌,,唐 金剛智譯,,,,,,,
密教部類,密教部四,21,21,1252a,1252,0,a,252,1,1,佛說大吉祥天女十二名號經,,唐 不空譯,1288,36,,,,"縮-閏14,卍-15.8",
密教部類,密教部四,21,21,1252b,1252,1,b,252,1,1,佛說大吉祥天女十二名號經,,唐 不空譯,1288,36,,,,,
密教部類,密教部四,21,21,1253,1253,0,,253,1,1,大吉祥天女十二契一百八名無垢大乘經,,唐 不空譯,1284,36,,,,"縮-閏14,卍-15.8",
密教部類,密教部四,21,21,1254,1254,0,,255,1,1,末利支提婆華鬘經,,唐 不空譯,1377,37,,,,"縮-閏14,卍-15.4",
密教部類,密教部四,21,21,1255a,1255,0,a,259,1,1,佛說摩利支天菩薩陀羅尼經,,唐 不空譯,1354,37,,,,"縮-閏15,卍-15.4",
密教部類,密教部四,21,21,1255b,1255,1,b,260,1,1,佛說摩利支天經,,唐 不空譯,1354,37,,,,,
密教部類,密教部四,21,21,1256,1256,0,,261,1,1,佛說摩利支天陀羅尼[口*兄]經,,失譯,311,11,,,,"縮-成12,卍-15.4",
密教部類,密教部四,21,21,1257,1257,0,,262,7,7,佛說大摩里支菩薩經,,宋 天息災譯,1156,34,,,,"縮-成11,卍-15.4",
密教部類,密教部四,21,21,1258,1258,0,,285,1,1,摩利支菩薩略念誦法,,唐 不空譯,,,,,,"縮-餘2,續-1.3.2",
密教部類,密教部四,21,21,1259,1259,0,,285,1,1,摩利支天一印法,,,,,,,,"縮-餘2,續-1.3.2",
密教部類,密教部四,21,21,1260,1260,0,,286,1,1,大藥叉女歡喜母并愛子成就法,,唐 不空譯,1348,37,,,,"縮-閏14,卍-26.10",
密教部類,密教部四,21,21,1261,1261,0,,289,1,1,訶利帝母真言經,,唐 不空譯,1306,36,,,,"縮-閏14,卍-27.2",
密教部類,密教部四,21,21,1262,1262,0,,290,1,1,佛說鬼子母經,,失譯,875,20,,,,"縮-宿7,卍-15.1",
密教部類,密教部四,21,21,1263,1263,0,,291,1,1,氷揭羅天童子經,,唐 不空譯,,,,,,"縮-閏14,續-1.2.5",
密教部類,密教部四,21,21,1264a,1264,0,a,292,1,1,觀自在菩薩化身蘘麌哩曳童女銷伏毒害陀羅尼經,,唐 不空譯,1296,36,,,,"縮-閏14,卍-15.8",
密教部類,密教部四,21,21,1264b,1264,1,b,293,1,1,佛說穰麌梨童女經,,唐 不空譯,1296,36,,,,,
密教部類,密教部四,21,21,1265,1265,0,,294,1,1,佛說常瞿利毒女陀羅尼[口*兄]經,,唐 瞿多譯,,,,,,,
密教部類,密教部四,21,21,1266,1266,0,,296,1,1,大聖天歡喜雙身毘那夜迦法,,唐 不空譯,1378,37,,,,"縮-閏14,卍-16.10",
密教部類,密教部四,21,21,1267,1267,0,,297,1,1,使[口*兄]法經,,唐 菩提留支譯,,,,,,"縮-閏14,續-1.2.5",No.1268
密教部類,密教部四,21,21,1268,1268,0,,298,1,1,大使[口*兄]法經,,唐 菩提留支譯,,,,,,"縮-餘2,續-1.3.2",No.1267
密教部類,密教部四,21,21,1269,1269,0,,303,1,1,佛說金色迦那[金*本]底陀羅尼經,,唐 金剛智譯,,,,,,"縮-餘1,續-1.3.1",
密教部類,密教部四,21,21,1270,1270,0,,303,1,1,大聖歡喜雙身大自在天毘那夜迦王歸依念誦供養法,,唐 善無畏譯,,,,,,"縮-餘4,續-1.3.3",
密教部類,密教部四,21,21,1271,1271,0,,305,1,1,摩訶毘盧遮那如來定惠均等入三昧耶身雙身大聖歡喜天菩薩修行祕密法儀軌,,唐 不空譯,,,,,,續-1.3.5,
密教部類,密教部四,21,21,1272,1272,0,,306,4,4,金剛薩埵說頻那夜迦天成就儀軌經,,宋 法賢譯,1209,34,,,,"縮-成11,卍-16.10",
密教部類,密教部四,21,21,1273,1273,0,,321,1,1,毘那夜迦[言*我]那[金*本]底瑜伽悉地品祕要,,唐 含光記,,,,,,"縮-餘4,續-2.9.4",
密教部類,密教部四,21,21,1274,1274,0,,323,1,1,大聖歡喜雙身毘那夜迦天形像品儀軌,,唐 憬瑟撰,,,,,,縮-餘4，續-2.9.4,
密教部類,密教部四,21,21,1275,1275,0,,324,1,1,聖歡喜天式法,,唐 般若惹羯羅撰,,,,,,,
密教部類,密教部四,21,21,1276,1276,0,,325,1,1,文殊師利菩薩根本大教王經金翅鳥王品,,唐 不空譯,1352,37,,,,"縮-閏14,卍-16.9",
密教部類,密教部四,21,21,1277,1277,0,,329,1,1,速疾立驗魔醯首羅天說阿尾奢法,,唐 不空譯,1361,37,,,,"縮-閏14,卍-26.10",
密教部類,密教部四,21,21,1278,1278,0,,331,1,1,迦樓羅及諸天密言經,,唐 般若力譯,,,,,,,
密教部類,密教部四,21,21,1279,1279,0,,339,1,1,摩醯首羅天法要,,,,,,,,,
密教部類,密教部四,21,21,1280,1280,0,,340,1,1,摩醯首羅大自在天王神通化生伎藝天女念誦法,,,,,,,,"縮-餘2,續-1.3.2",
密教部類,密教部四,21,21,1281,1281,0,,342,1,1,那羅延天共阿修羅王[鬥@(豆*寸)]戰法,,唐 寶思惟譯,,,,,,,
密教部類,密教部四,21,21,1282,1282,0,,342,1,1,寶藏天女陀羅尼法,,,,,,,,"縮-餘2,續-1.3.2",
密教部類,密教部四,21,21,1283,1283,0,,343,2,2,佛說寶藏神大明曼拏羅儀軌經,,宋 法天譯,1153,33,,,,"縮-成12,卍-16.8",
密教部類,密教部四,21,21,1284,1284,0,,349,2,2,佛說聖寶藏神儀軌經,,宋 法天譯,1154,33,,,,"縮-成13,卍-16.8",
密教部類,密教部四,21,21,1285,1285,0,,353,1,1,佛說寶賢陀羅尼經,,宋 法賢譯,1238,34,,,,"縮-成12,卍-15.5",
密教部類,密教部四,21,21,1286,1286,0,,354,1,1,堅牢地天儀軌,,唐 善無畏譯,,,,,,"縮-餘1,續-1.3.1",
密教部類,密教部四,21,21,1287,1287,0,,355,1,1,大黑天神法,,唐 神愷記,,,,,,"縮-餘4,續-2.9.4",
密教部類,密教部四,21,21,1288,1288,0,,358,3,3,佛說最上祕密那拏天經,,宋 法賢譯,1251,34,,,,"縮-成12,卍-16.7",
密教部類,密教部四,21,21,1289,1289,0,,367,1,1,佛說金毘羅童子威德經,,唐 不空譯,,,,,,"縮-餘2,續-1.3.2",
密教部類,密教部四,21,21,1290,1290,0,,374,1,1,焰羅王供行法次第,,唐 阿謨伽撰,,,,,,"縮-餘2,續-2.9.3",
密教部類,密教部四,21,21,1291,1291,0,,376,1,1,深沙大將儀軌,,唐 不空譯,,,,,,"縮-餘2,續-1.3.2",
密教部類,密教部四,21,21,1292,1292,0,,377,1,1,法華十羅剎法,,,,,,,,"縮-餘2,續-1.3.2",
密教部類,密教部四,21,21,1293,1293,0,,378,1,1,般若守護十六善神王形體,,唐 金剛智譯,,,,,,"縮-餘4,續-1.3.3",
密教部類,密教部四,21,21,1294,1294,0,,378,1,1,施八方天儀則,,,,,,,,"縮-餘1,續-2.9.4",
密教部類,密教部四,21,21,1295,1295,0,,380,1,1,供養護世八天法,,唐 法全集,,,,,,,
密教部類,密教部四,21,21,1296,1296,0,,382,1,1,十天儀軌,,,,,,,,,
密教部類,密教部四,21,21,1297,1297,0,,383,1,1,供養十二大威德天報恩品,,唐 不空譯,,,,,,"縮-餘2,續-1.3.2",
密教部類,密教部四,21,21,1298,1298,0,,385,1,1,十二天供儀軌,,,,,,,,"縮-餘4,續-2.9.4",
密教部類,密教部四,21,21,1299,1299,0,,387,2,2,文殊師利菩薩及諸仙所說吉凶時日善惡宿曜經,,唐 不空譯,1367,37,,,,"縮-閏14,卍-26.8",
密教部類,密教部四,21,21,1300,1300,0,,399,2,2,摩登伽經,,吳 竺律炎支謙共譯,766,19,,,,"縮-宿6,卍-16.2","No.1301;cf.Nos.551,552"
密教部類,密教部四,21,21,1301,1301,0,,410,1,1,舍頭諫太子二十八宿經,(一名虎耳經),西晉 竺法護譯,764,19,,,,"縮-宿6,卍-14.2","No.1300;cf.Nos.551,552"
密教部類,密教部四,21,21,1302,1302,0,,420,1,1,諸星母陀羅尼經,,唐 法成譯,,,,,,,No.1303
密教部類,密教部四,21,21,1303,1303,0,,421,1,1,佛說聖曜母陀羅尼經,,宋 法天譯,1180,34,,,,"縮-成7,卍-15.3",No.1302
密教部類,密教部四,21,21,1304,1304,0,,422,1,1,宿曜儀軌,,唐 一行撰,,,,,,"縮-餘2,續-2.9.3",
密教部類,密教部四,21,21,1305,1305,0,,423,1,1,北斗七星念誦儀軌,,唐 金剛智譯,,,,,,"縮-餘1,續-1.3.1",
密教部類,密教部四,21,21,1306,1306,0,,424,1,1,北斗七星護摩祕要儀軌,,,,,,,,"縮-餘1,續-2.9.3",
密教部類,密教部四,21,21,1307,1307,0,,425,1,1,佛說北斗七星延命經,,,,,,,,"縮-餘4,續-1.3.3",
密教部類,密教部四,21,21,1308,1308,0,,426,1,2,七曜攘災決,,唐 金俱吒撰,,,,經文註:宗叡謂來錄云。七曜攘災決一卷。見諸本題額在兩處。云卷上卷中。而合為一冊。,,"縮-餘4,續-2.9.4",
密教部類,密教部四,21,21,1309,1309,0,,452,1,1,七曜星辰別行法,,唐 一行撰,,,,,,"縮-餘4,續-2.9.3",
密教部類,密教部四,21,21,1310,1310,0,,457,1,1,北斗七星護摩法,,唐 一行撰,,,,,,"縮-餘4,續-2.9.3",
密教部類,密教部四,21,21,1311,1311,0,,459,1,1,梵天火羅九曜,,,,,,,,"縮-餘4,續-2.9.3",
密教部類,密教部四,21,21,1312,1312,0,,463,1,1,難[仁-二+爾]計濕[口*縛]囉天說支輪經,,宋 法賢譯,1218,34,,,,"縮-昃10,續-1.1.4",
密教部類,密教部四,21,21,1313,1313,0,,464,1,1,佛說救拔焰口餓鬼陀羅尼經,,唐 不空譯,1302,36,,,,"縮-閏14,卍-15.10",No.1314
密教部類,密教部四,21,21,1314,1314,0,,465,1,1,佛說救面然餓鬼陀羅尼神[口*兄]經,,唐 實叉難陀譯,474,13,,,,"縮-成8,卍-12.8",cf.No.1313
密教部類,密教部四,21,21,1315,1315,0,,466,1,1,施諸餓鬼飲食及水法,,唐 不空譯,,,,,,"縮-閏14,續-1.2.5",
密教部類,密教部四,21,21,1316,1316,0,,468,1,1,佛說甘露經陀羅尼[口*兄],,,474,13,,,,"縮-成8,卍-12.8",
密教部類,密教部四,21,21,1317,1317,0,,468,1,1,甘露陀羅尼[口*兄],,唐 實叉難陀譯,,,,,,"縮-成8,卍-12.8",
密教部類,密教部四,21,21,1318,1318,0,,468,1,1,瑜伽集要救阿難陀羅尼焰口軌儀經,,唐 不空譯,,,,,,"縮-成8,卍-15.10",
密教部類,密教部四,21,21,1319,1319,0,,472,1,1,瑜伽集要焰口施食起教阿難陀緣由,,唐 不空譯,,,,,,"縮-成13,卍-27.2",
密教部類,密教部四,21,21,1320,1320,0,,473,1,1,瑜伽集要焰口施食儀,,,,,,,,"縮-成13,卍-27.2",
密教部類,密教部四,21,21,1321,1321,0,,484,1,1,佛說施餓鬼甘露味大陀羅尼經,,唐 跋馱木阿譯,,,,,,,
